decision_id,order_id,selected_supplier_id,decided_at,agent_name,agent_version,confidence,selection_reason
DEC-000525,ORD-000525,SUP-015,2026-02-26T10:58:47.111Z,cluster-resolve-v1,1.0.0,0.95,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000526,ORD-000526,SUP-013,2026-07-25T12:56:25.113Z,cluster-resolve-v1,1.0.0,0.94,Selected Karnak Pharma Services based on optimal unit cost and historical fill rate reliability.
DEC-000527,ORD-000527,SUP-006,2026-06-22T19:18:06.567Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Sinai Medical Trading due to strategic volume contract despite higher per-unit quote.
DEC-000528,ORD-000528,SUP-011,2026-03-24T23:17:23.985Z,cluster-resolve-v1,1.0.0,0.9,Selected Apex National Pharma Logistic based on optimal unit cost and historical fill rate reliability.
DEC-000529,ORD-000529,SUP-001,2026-06-12T15:26:14.149Z,cluster-resolve-v1,1.0.0,0.95,Selected Nile Delta Pharma Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000530,ORD-000530,SUP-022,2026-06-09T00:12:22.886Z,cluster-resolve-v1,1.0.0,0.72,Selected Mediterranean Med Logistics under emergency stock allocation.
DEC-000531,ORD-000531,SUP-016,2026-04-12T00:22:10.916Z,cluster-resolve-v1,1.0.0,0.86,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-000532,ORD-000532,SUP-015,2026-01-09T04:45:18.318Z,cluster-resolve-v1,1.0.0,0.95,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000533,ORD-000533,SUP-023,2026-04-16T22:16:42.977Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Oasis Pharma Distribution due to strategic volume contract despite higher per-unit quote.
DEC-000534,ORD-000534,SUP-004,2026-08-04T22:04:42.465Z,cluster-resolve-v1,1.0.0,0.92,Selected Cairo Valley Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000535,ORD-000535,SUP-027,2026-08-02T10:51:02.123Z,cluster-resolve-v1,1.0.0,0.88,Selected United Egyptian Wholesalers based on optimal unit cost and historical fill rate reliability.
DEC-000536,ORD-000536,SUP-014,2026-05-29T22:51:51.440Z,cluster-resolve-v1,1.0.0,0.83,Selected Sphinx Healthcare Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-000537,ORD-000537,SUP-017,2026-03-04T20:08:27.916Z,cluster-resolve-v1,1.0.0,0.88,Selected Cleopatra Pharma Hub based on optimal unit cost and historical fill rate reliability.
DEC-000538,ORD-000538,SUP-027,2025-11-19T20:24:47.139Z,cluster-resolve-v1,1.0.0,0.83,Selected United Egyptian Wholesalers based on optimal unit cost and historical fill rate reliability.
DEC-000539,ORD-000539,SUP-015,2026-08-07T19:38:52.900Z,cluster-resolve-v1,1.0.0,0.92,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000540,ORD-000540,SUP-016,2026-08-12T15:12:32.099Z,cluster-resolve-v1,1.0.0,0.95,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-000541,ORD-000541,SUP-025,2026-02-26T18:20:30.702Z,cluster-resolve-v1,1.0.0,0.85,Selected Al-Salam Medical Trading based on optimal unit cost and historical fill rate reliability.
DEC-000542,ORD-000542,SUP-002,2025-12-06T11:49:53.256Z,cluster-resolve-v1,1.0.0,0.92,Selected Horus Medical Supply Co. based on optimal unit cost and historical fill rate reliability.
DEC-000543,ORD-000543,SUP-025,2026-06-19T19:02:41.424Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Al-Salam Medical Trading due to strategic volume contract despite higher per-unit quote.
DEC-000544,ORD-000544,SUP-005,2026-07-15T04:34:52.729Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Pyramids Health Logistics due to strategic volume contract despite higher per-unit quote.
DEC-000545,ORD-000545,SUP-028,2025-10-09T16:53:27.550Z,cluster-resolve-v1,1.0.0,0.93,Selected Al-Rowad Healthcare Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000546,ORD-000546,SUP-015,2025-10-07T21:55:30.436Z,cluster-resolve-v1,1.0.0,0.95,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000547,ORD-000547,SUP-012,2026-07-18T18:50:29.960Z,cluster-resolve-v1,1.0.0,0.83,Selected Sovereign Medical Distro based on optimal unit cost and historical fill rate reliability.
DEC-000548,ORD-000548,SUP-013,2025-11-01T15:32:08.875Z,cluster-resolve-v1,1.0.0,0.96,Selected Karnak Pharma Services based on optimal unit cost and historical fill rate reliability.
DEC-000549,ORD-000549,SUP-016,2026-07-18T03:35:40.372Z,cluster-resolve-v1,1.0.0,0.94,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-000550,ORD-000550,SUP-026,2025-11-10T15:54:00.831Z,cluster-resolve-v1,1.0.0,0.86,Selected Al-Safwa Pharma Distro based on optimal unit cost and historical fill rate reliability.
DEC-000551,ORD-000551,SUP-011,2026-08-07T06:56:09.841Z,cluster-resolve-v1,1.0.0,0.95,Selected Apex National Pharma Logistic based on optimal unit cost and historical fill rate reliability.
DEC-000552,ORD-000552,SUP-013,2026-08-05T01:10:08.515Z,cluster-resolve-v1,1.0.0,0.85,Selected Karnak Pharma Services based on optimal unit cost and historical fill rate reliability.
DEC-000553,ORD-000553,SUP-015,2026-08-10T02:03:35.156Z,cluster-resolve-v1,1.0.0,0.96,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000554,ORD-000554,SUP-020,2025-11-04T03:22:01.349Z,cluster-resolve-v1,1.0.0,0.88,Selected Nefertiti Drug Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-000555,ORD-000555,SUP-008,2025-10-22T18:42:16.117Z,cluster-resolve-v1,1.0.0,0.93,Selected Middle East Pharmaceutical Hub based on optimal unit cost and historical fill rate reliability.
DEC-000556,ORD-000556,SUP-009,2026-08-04T01:13:05.315Z,cluster-resolve-v1,1.0.0,0.91,Selected Al-Amal Medical Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000557,ORD-000557,SUP-014,2026-03-03T12:25:19.734Z,cluster-resolve-v1,1.0.0,0.83,Selected Sphinx Healthcare Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-000558,ORD-000558,SUP-016,2026-05-25T06:10:33.566Z,cluster-resolve-v1,1.0.0,0.93,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-000559,ORD-000559,SUP-008,2025-12-01T20:16:05.467Z,cluster-resolve-v1,1.0.0,0.94,Selected Middle East Pharmaceutical Hub based on optimal unit cost and historical fill rate reliability.
DEC-000560,ORD-000560,SUP-015,2026-03-25T12:26:08.086Z,cluster-resolve-v1,1.0.0,0.91,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000561,ORD-000561,SUP-008,2026-02-16T21:16:11.598Z,cluster-resolve-v1,1.0.0,0.9,Selected Middle East Pharmaceutical Hub based on optimal unit cost and historical fill rate reliability.
DEC-000562,ORD-000562,SUP-019,2025-11-06T14:57:48.762Z,cluster-resolve-v1,1.0.0,0.95,Selected Pharaonic Medical Logistics based on optimal unit cost and historical fill rate reliability.
DEC-000563,ORD-000563,SUP-028,2026-01-07T17:40:02.570Z,cluster-resolve-v1,1.0.0,0.95,Selected Al-Rowad Healthcare Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000564,ORD-000564,SUP-010,2025-12-12T06:56:33.298Z,cluster-resolve-v1,1.0.0,0.87,Selected Delta Prime Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-000565,ORD-000565,SUP-013,2026-08-05T06:47:51.086Z,cluster-resolve-v1,1.0.0,0.9,Selected Karnak Pharma Services based on optimal unit cost and historical fill rate reliability.
DEC-000566,ORD-000566,SUP-014,2025-12-05T19:57:50.161Z,cluster-resolve-v1,1.0.0,0.84,Selected Sphinx Healthcare Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-000567,ORD-000567,SUP-015,2025-10-11T10:15:36.295Z,cluster-resolve-v1,1.0.0,0.85,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000568,ORD-000568,SUP-005,2026-03-25T04:07:55.790Z,cluster-resolve-v1,1.0.0,0.91,Selected Pyramids Health Logistics based on optimal unit cost and historical fill rate reliability.
DEC-000569,ORD-000569,SUP-013,2026-05-08T12:01:41.335Z,cluster-resolve-v1,1.0.0,0.95,Selected Karnak Pharma Services based on optimal unit cost and historical fill rate reliability.
DEC-000570,ORD-000570,SUP-008,2025-11-27T07:57:30.090Z,cluster-resolve-v1,1.0.0,0.5,Selected Middle East Pharmaceutical Hub without a recorded decision-time offer; evidence arrived after allocation.
DEC-000571,ORD-000571,SUP-021,2025-12-15T10:07:36.250Z,cluster-resolve-v1,1.0.0,0.85,Selected Red Sea Pharma Supply based on optimal unit cost and historical fill rate reliability.
DEC-000572,ORD-000572,SUP-028,2026-03-14T00:35:04.388Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Al-Rowad Healthcare Distribution due to strategic volume contract despite higher per-unit quote.
DEC-000573,ORD-000573,SUP-009,2025-12-13T22:07:08.628Z,cluster-resolve-v1,1.0.0,0.94,Selected Al-Amal Medical Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000574,ORD-000574,SUP-015,2026-06-13T14:56:06.981Z,cluster-resolve-v1,1.0.0,0.89,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000575,ORD-000575,SUP-003,2026-02-10T23:15:07.727Z,cluster-resolve-v1,1.0.0,0.94,Selected Alexandria MedLog Wholesalers based on optimal unit cost and historical fill rate reliability.
DEC-000576,ORD-000576,SUP-016,2026-06-15T01:59:20.817Z,cluster-resolve-v1,1.0.0,0.95,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-000577,ORD-000577,SUP-016,2026-06-30T11:10:13.364Z,cluster-resolve-v1,1.0.0,0.95,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-000578,ORD-000578,SUP-008,2026-06-28T06:22:42.890Z,cluster-resolve-v1,1.0.0,0.72,Selected Middle East Pharmaceutical Hub under emergency stock allocation.
DEC-000579,ORD-000579,SUP-017,2026-08-04T16:13:20.693Z,cluster-resolve-v1,1.0.0,0.95,Selected Cleopatra Pharma Hub based on optimal unit cost and historical fill rate reliability.
DEC-000580,ORD-000580,SUP-021,2026-04-02T11:44:15.562Z,cluster-resolve-v1,1.0.0,0.92,Selected Red Sea Pharma Supply based on optimal unit cost and historical fill rate reliability.
DEC-000581,ORD-000581,SUP-015,2026-08-03T01:19:18.775Z,cluster-resolve-v1,1.0.0,0.72,Selected Lotus Drug Distribution under emergency stock allocation.
DEC-000582,ORD-000582,SUP-020,2026-07-31T12:54:51.892Z,cluster-resolve-v1,1.0.0,0.88,Selected Nefertiti Drug Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-000583,ORD-000583,SUP-011,2026-08-06T17:30:22.491Z,cluster-resolve-v1,1.0.0,0.89,Selected Apex National Pharma Logistic based on optimal unit cost and historical fill rate reliability.
DEC-000584,ORD-000584,SUP-023,2025-10-03T22:31:18.514Z,cluster-resolve-v1,1.0.0,0.94,Selected Oasis Pharma Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000585,ORD-000585,SUP-016,2026-03-09T02:07:55.747Z,cluster-resolve-v1,1.0.0,0.88,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-000586,ORD-000586,SUP-026,2026-01-16T10:54:50.892Z,cluster-resolve-v1,1.0.0,0.5,Selected Al-Safwa Pharma Distro without a recorded decision-time offer; evidence arrived after allocation.
DEC-000587,ORD-000587,SUP-027,2025-10-02T21:47:27.539Z,cluster-resolve-v1,1.0.0,0.89,Selected United Egyptian Wholesalers based on optimal unit cost and historical fill rate reliability.
DEC-000588,ORD-000588,SUP-015,2026-07-05T01:26:28.065Z,cluster-resolve-v1,1.0.0,0.92,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000589,ORD-000589,SUP-007,2026-08-05T11:11:08.191Z,cluster-resolve-v1,1.0.0,0.83,Selected Upper Egypt Pharma Direct based on optimal unit cost and historical fill rate reliability.
DEC-000590,ORD-000590,SUP-017,2026-04-26T05:06:26.609Z,cluster-resolve-v1,1.0.0,0.92,Selected Cleopatra Pharma Hub based on optimal unit cost and historical fill rate reliability.
DEC-000591,ORD-000591,SUP-010,2026-04-14T04:30:43.054Z,cluster-resolve-v1,1.0.0,0.92,Selected Delta Prime Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-000592,ORD-000592,SUP-001,2026-02-03T08:25:22.787Z,cluster-resolve-v1,1.0.0,0.87,Selected Nile Delta Pharma Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000593,ORD-000593,SUP-027,2026-07-25T21:20:43.580Z,cluster-resolve-v1,1.0.0,0.83,Selected United Egyptian Wholesalers based on optimal unit cost and historical fill rate reliability.
DEC-000594,ORD-000594,SUP-016,2025-11-30T19:20:26.679Z,cluster-resolve-v1,1.0.0,0.82,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-000595,ORD-000595,SUP-015,2026-03-24T11:27:31.803Z,cluster-resolve-v1,1.0.0,0.72,Selected Lotus Drug Distribution under emergency stock allocation.
DEC-000596,ORD-000596,SUP-025,2025-10-26T03:52:01.779Z,cluster-resolve-v1,1.0.0,0.9,Selected Al-Salam Medical Trading based on optimal unit cost and historical fill rate reliability.
DEC-000597,ORD-000597,SUP-025,2026-02-18T11:13:14.453Z,cluster-resolve-v1,1.0.0,0.95,Selected Al-Salam Medical Trading based on optimal unit cost and historical fill rate reliability.
DEC-000598,ORD-000598,SUP-003,2026-08-02T23:49:13.443Z,cluster-resolve-v1,1.0.0,0.87,Selected Alexandria MedLog Wholesalers based on optimal unit cost and historical fill rate reliability.
DEC-000599,ORD-000599,SUP-009,2026-08-13T16:38:35.510Z,cluster-resolve-v1,1.0.0,0.83,Selected Al-Amal Medical Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000600,ORD-000600,SUP-019,2026-08-09T11:48:20.158Z,cluster-resolve-v1,1.0.0,0.94,Selected Pharaonic Medical Logistics based on optimal unit cost and historical fill rate reliability.
DEC-000601,ORD-000601,SUP-003,2026-06-19T14:41:24.017Z,cluster-resolve-v1,1.0.0,0.86,Selected Alexandria MedLog Wholesalers based on optimal unit cost and historical fill rate reliability.
DEC-000602,ORD-000602,SUP-015,2025-11-27T18:50:19.013Z,cluster-resolve-v1,1.0.0,0.86,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000603,ORD-000603,SUP-016,2026-08-03T05:15:37.745Z,cluster-resolve-v1,1.0.0,0.88,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-000604,ORD-000604,SUP-012,2026-03-10T05:57:39.902Z,cluster-resolve-v1,1.0.0,0.88,Selected Sovereign Medical Distro based on optimal unit cost and historical fill rate reliability.
DEC-000605,ORD-000605,SUP-011,2026-08-02T19:50:03.028Z,cluster-resolve-v1,1.0.0,0.88,Selected Apex National Pharma Logistic based on optimal unit cost and historical fill rate reliability.
DEC-000606,ORD-000606,SUP-004,2025-11-11T21:03:41.972Z,cluster-resolve-v1,1.0.0,0.93,Selected Cairo Valley Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000607,ORD-000607,SUP-022,2026-01-21T13:52:39.544Z,cluster-resolve-v1,1.0.0,0.83,Selected Mediterranean Med Logistics based on optimal unit cost and historical fill rate reliability.
DEC-000608,ORD-000608,SUP-012,2025-11-23T22:10:45.452Z,cluster-resolve-v1,1.0.0,0.85,Selected Sovereign Medical Distro based on optimal unit cost and historical fill rate reliability.
DEC-000609,ORD-000609,SUP-015,2026-05-09T11:02:11.516Z,cluster-resolve-v1,1.0.0,0.93,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000610,ORD-000610,SUP-028,2025-10-31T21:58:42.327Z,cluster-resolve-v1,1.0.0,0.82,Selected Al-Rowad Healthcare Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000611,ORD-000611,SUP-023,2026-01-16T16:29:35.191Z,cluster-resolve-v1,1.0.0,0.86,Selected Oasis Pharma Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000612,ORD-000612,SUP-016,2025-11-13T13:17:09.361Z,cluster-resolve-v1,1.0.0,0.9,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-000613,ORD-000613,SUP-004,2025-10-29T04:03:47.040Z,cluster-resolve-v1,1.0.0,0.87,Selected Cairo Valley Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000614,ORD-000614,SUP-024,2026-08-08T18:10:00.269Z,cluster-resolve-v1,1.0.0,0.93,Selected Canal Cities Drug Supply based on optimal unit cost and historical fill rate reliability.
DEC-000615,ORD-000615,SUP-019,2026-02-17T02:11:00.247Z,cluster-resolve-v1,1.0.0,0.95,Selected Pharaonic Medical Logistics based on optimal unit cost and historical fill rate reliability.
DEC-000616,ORD-000616,SUP-015,2025-11-15T10:14:27.921Z,cluster-resolve-v1,1.0.0,0.85,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000617,ORD-000617,SUP-007,2025-12-02T05:14:14.906Z,cluster-resolve-v1,1.0.0,0.92,Selected Upper Egypt Pharma Direct based on optimal unit cost and historical fill rate reliability.
DEC-000618,ORD-000618,SUP-014,2026-08-04T12:57:11.592Z,cluster-resolve-v1,1.0.0,0.9,Selected Sphinx Healthcare Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-000619,ORD-000619,SUP-007,2025-11-04T23:53:34.029Z,cluster-resolve-v1,1.0.0,0.94,Selected Upper Egypt Pharma Direct based on optimal unit cost and historical fill rate reliability.
DEC-000620,ORD-000620,SUP-020,2026-05-13T19:26:37.808Z,cluster-resolve-v1,1.0.0,0.83,Selected Nefertiti Drug Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-000621,ORD-000621,SUP-028,2026-04-26T05:45:48.071Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Al-Rowad Healthcare Distribution due to strategic volume contract despite higher per-unit quote.
DEC-000622,ORD-000622,SUP-012,2025-11-16T16:23:23.255Z,cluster-resolve-v1,1.0.0,0.83,Selected Sovereign Medical Distro based on optimal unit cost and historical fill rate reliability.
DEC-000623,ORD-000623,SUP-015,2025-10-29T05:55:43.595Z,cluster-resolve-v1,1.0.0,0.89,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000624,ORD-000624,SUP-007,2025-12-15T11:31:05.366Z,cluster-resolve-v1,1.0.0,0.94,Selected Upper Egypt Pharma Direct based on optimal unit cost and historical fill rate reliability.
DEC-000625,ORD-000625,SUP-026,2026-07-16T03:27:49.516Z,cluster-resolve-v1,1.0.0,0.72,Selected Al-Safwa Pharma Distro under emergency stock allocation.
DEC-000626,ORD-000626,SUP-003,2026-03-21T04:56:50.950Z,cluster-resolve-v1,1.0.0,0.94,Selected Alexandria MedLog Wholesalers based on optimal unit cost and historical fill rate reliability.
DEC-000627,ORD-000627,SUP-007,2025-12-21T20:25:10.277Z,cluster-resolve-v1,1.0.0,0.87,Selected Upper Egypt Pharma Direct based on optimal unit cost and historical fill rate reliability.
DEC-000628,ORD-000628,SUP-017,2026-04-29T20:12:52.896Z,cluster-resolve-v1,1.0.0,0.87,Selected Cleopatra Pharma Hub based on optimal unit cost and historical fill rate reliability.
DEC-000629,ORD-000629,SUP-011,2026-06-19T10:26:52.394Z,cluster-resolve-v1,1.0.0,0.88,Selected Apex National Pharma Logistic based on optimal unit cost and historical fill rate reliability.
DEC-000630,ORD-000630,SUP-015,2026-05-10T23:53:04.587Z,cluster-resolve-v1,1.0.0,0.83,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000631,ORD-000631,SUP-021,2026-04-06T14:23:32.224Z,cluster-resolve-v1,1.0.0,0.88,Selected Red Sea Pharma Supply based on optimal unit cost and historical fill rate reliability.
DEC-000632,ORD-000632,SUP-008,2026-07-31T11:19:52.246Z,cluster-resolve-v1,1.0.0,0.94,Selected Middle East Pharmaceutical Hub based on optimal unit cost and historical fill rate reliability.
DEC-000633,ORD-000633,SUP-013,2025-10-10T18:24:07.936Z,cluster-resolve-v1,1.0.0,0.89,Selected Karnak Pharma Services based on optimal unit cost and historical fill rate reliability.
DEC-000634,ORD-000634,SUP-020,2026-05-21T01:57:01.368Z,cluster-resolve-v1,1.0.0,0.84,Selected Nefertiti Drug Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-000635,ORD-000635,SUP-008,2026-08-13T22:36:04.016Z,cluster-resolve-v1,1.0.0,0.87,Selected Middle East Pharmaceutical Hub based on optimal unit cost and historical fill rate reliability.
DEC-000636,ORD-000636,SUP-008,2026-06-24T08:08:21.530Z,cluster-resolve-v1,1.0.0,0.95,Selected Middle East Pharmaceutical Hub based on optimal unit cost and historical fill rate reliability.
DEC-000637,ORD-000637,SUP-015,2026-06-22T19:34:56.294Z,cluster-resolve-v1,1.0.0,0.9,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000638,ORD-000638,SUP-003,2026-04-01T14:55:07.483Z,cluster-resolve-v1,1.0.0,0.93,Selected Alexandria MedLog Wholesalers based on optimal unit cost and historical fill rate reliability.
DEC-000639,ORD-000639,SUP-016,2025-10-26T12:37:36.532Z,cluster-resolve-v1,1.0.0,0.9,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-000640,ORD-000640,SUP-014,2026-08-06T23:51:02.089Z,cluster-resolve-v1,1.0.0,0.83,Selected Sphinx Healthcare Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-000641,ORD-000641,SUP-002,2026-01-30T07:19:30.942Z,cluster-resolve-v1,1.0.0,0.85,Selected Horus Medical Supply Co. based on optimal unit cost and historical fill rate reliability.
DEC-000642,ORD-000642,SUP-025,2025-10-13T14:38:42.911Z,cluster-resolve-v1,1.0.0,0.86,Selected Al-Salam Medical Trading based on optimal unit cost and historical fill rate reliability.
DEC-000643,ORD-000643,SUP-007,2026-02-12T02:24:47.564Z,cluster-resolve-v1,1.0.0,0.85,Selected Upper Egypt Pharma Direct based on optimal unit cost and historical fill rate reliability.
DEC-000644,ORD-000644,SUP-015,2026-06-23T20:27:43.736Z,cluster-resolve-v1,1.0.0,0.83,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000645,ORD-000645,SUP-021,2025-10-14T08:58:17.685Z,cluster-resolve-v1,1.0.0,0.83,Selected Red Sea Pharma Supply based on optimal unit cost and historical fill rate reliability.
DEC-000646,ORD-000646,SUP-021,2026-03-14T13:02:29.187Z,cluster-resolve-v1,1.0.0,0.87,Selected Red Sea Pharma Supply based on optimal unit cost and historical fill rate reliability.
DEC-000647,ORD-000647,SUP-027,2026-07-08T16:55:18.541Z,cluster-resolve-v1,1.0.0,0.87,Selected United Egyptian Wholesalers based on optimal unit cost and historical fill rate reliability.
DEC-000648,ORD-000648,SUP-016,2025-10-29T08:51:00.106Z,cluster-resolve-v1,1.0.0,0.87,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-000649,ORD-000649,SUP-008,2026-07-06T03:18:44.220Z,cluster-resolve-v1,1.0.0,0.92,Selected Middle East Pharmaceutical Hub based on optimal unit cost and historical fill rate reliability.
DEC-000650,ORD-000650,SUP-022,2026-08-12T14:18:34.938Z,cluster-resolve-v1,1.0.0,0.93,Selected Mediterranean Med Logistics based on optimal unit cost and historical fill rate reliability.
DEC-000651,ORD-000651,SUP-015,2026-08-03T12:57:32.136Z,cluster-resolve-v1,1.0.0,0.91,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000652,ORD-000652,SUP-018,2025-12-10T04:36:43.950Z,cluster-resolve-v1,1.0.0,0.9,Selected Ramses Healthcare Distro based on optimal unit cost and historical fill rate reliability.
DEC-000653,ORD-000653,SUP-012,2026-07-26T10:31:36.499Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Sovereign Medical Distro due to strategic volume contract despite higher per-unit quote.
DEC-000654,ORD-000654,SUP-015,2026-08-02T08:05:05.059Z,cluster-resolve-v1,1.0.0,0.96,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000655,ORD-000655,SUP-014,2026-08-02T14:14:52.423Z,cluster-resolve-v1,1.0.0,0.9,Selected Sphinx Healthcare Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-000656,ORD-000656,SUP-002,2026-05-24T11:35:32.108Z,cluster-resolve-v1,1.0.0,0.87,Selected Horus Medical Supply Co. based on optimal unit cost and historical fill rate reliability.
DEC-000657,ORD-000657,SUP-016,2026-03-06T21:33:44.882Z,cluster-resolve-v1,1.0.0,0.9,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-000658,ORD-000658,SUP-015,2026-08-07T17:13:31.785Z,cluster-resolve-v1,1.0.0,0.96,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000659,ORD-000659,SUP-027,2025-10-19T01:19:46.966Z,cluster-resolve-v1,1.0.0,0.83,Selected United Egyptian Wholesalers based on optimal unit cost and historical fill rate reliability.
DEC-000660,ORD-000660,SUP-003,2026-04-08T19:48:51.668Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Alexandria MedLog Wholesalers due to strategic volume contract despite higher per-unit quote.
DEC-000661,ORD-000661,SUP-006,2025-10-11T22:06:59.346Z,cluster-resolve-v1,1.0.0,0.9,Selected Sinai Medical Trading based on optimal unit cost and historical fill rate reliability.
DEC-000662,ORD-000662,SUP-011,2026-02-03T15:45:49.497Z,cluster-resolve-v1,1.0.0,0.87,Selected Apex National Pharma Logistic based on optimal unit cost and historical fill rate reliability.
DEC-000663,ORD-000663,SUP-021,2026-07-18T21:15:48.864Z,cluster-resolve-v1,1.0.0,0.89,Selected Red Sea Pharma Supply based on optimal unit cost and historical fill rate reliability.
DEC-000664,ORD-000664,SUP-001,2026-08-04T04:22:39.704Z,cluster-resolve-v1,1.0.0,0.86,Selected Nile Delta Pharma Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000665,ORD-000665,SUP-015,2025-11-30T13:47:03.021Z,cluster-resolve-v1,1.0.0,0.88,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000666,ORD-000666,SUP-016,2025-12-28T13:14:14.321Z,cluster-resolve-v1,1.0.0,0.93,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-000667,ORD-000667,SUP-013,2025-10-12T05:16:52.625Z,cluster-resolve-v1,1.0.0,0.9,Selected Karnak Pharma Services based on optimal unit cost and historical fill rate reliability.
DEC-000668,ORD-000668,SUP-011,2026-08-04T23:47:18.776Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Apex National Pharma Logistic due to strategic volume contract despite higher per-unit quote.
DEC-000669,ORD-000669,SUP-018,2026-08-09T22:36:18.875Z,cluster-resolve-v1,1.0.0,0.91,Selected Ramses Healthcare Distro based on optimal unit cost and historical fill rate reliability.
DEC-000670,ORD-000670,SUP-012,2025-11-14T14:38:51.342Z,cluster-resolve-v1,1.0.0,0.92,Selected Sovereign Medical Distro based on optimal unit cost and historical fill rate reliability.
DEC-000671,ORD-000671,SUP-005,2026-08-02T06:19:20.257Z,cluster-resolve-v1,1.0.0,0.85,Selected Pyramids Health Logistics based on optimal unit cost and historical fill rate reliability.
